word,documents,data
Πρακτική,3,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4]]"
Προέδρου,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Προέδρων,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Προγράμματα,3,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4]]"
Προκήρυξη,3,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4]]"
Προκηρύξεις,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Προπτυχιακές,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Προσβασιμότητας,4,"[['httpauth.gr#primary.txt', 13], ['httpauth.gr.txt', 13], ['httpsmy.auth.gr.txt', 3], ['httpswww.auth.gr.txt', 13]]"
Προσωπικά,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Προσωπικό,1,"[['httpsmy.auth.gr.txt', 1]]"
Προσώπων,4,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4], ['httpswww.auth.gren.txt', 2]]"
Προτάσεις,3,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4]]"
Πρυτανικές,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Πρόσβαση,4,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpsmy.auth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Πρόσκληση,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Πρύτανη,3,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4]]"
Σήμερα,4,"[['httpauth.gr#primary.txt', 11], ['httpauth.gr.txt', 11], ['httpswww.auth.gr.txt', 11], ['httpswww.auth.gren.txt', 6]]"
Σακελλαροπούλου,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Σεπτέμβριο,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Σεπτεμβρίου,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Σπουδές,3,"[['httpauth.gr#primary.txt', 6], ['httpauth.gr.txt', 6], ['httpswww.auth.gr.txt', 6]]"
Σπουδαστήρια,3,"[['httpauth.gr#primary.txt', 5], ['httpauth.gr.txt', 5], ['httpswww.auth.gr.txt', 5]]"
Σπουδαστήρια.,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Σπουδών,3,"[['httpauth.gr#primary.txt', 6], ['httpauth.gr.txt', 6], ['httpswww.auth.gr.txt', 6]]"
Σταδιοδρομίας,3,"[['httpauth.gr#primary.txt', 6], ['httpauth.gr.txt', 6], ['httpswww.auth.gr.txt', 6]]"
Στατιστικά,1,"[['httpsmy.auth.gr.txt', 3]]"
Στρατηγικοί,3,"[['httpauth.gr#primary.txt', 16], ['httpauth.gr.txt', 16], ['httpswww.auth.gr.txt', 16]]"
Στόχοι,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Συλλογές,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Συλλογή,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Συνέδρια,4,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3], ['httpswww.auth.gren.txt', 1]]"
Συνολικά,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Συστήματος,3,"[['httpauth.gr#primary.txt', 10], ['httpauth.gr.txt', 10], ['httpswww.auth.gr.txt', 10]]"
Συχνές,1,"[['httpsmy.auth.gr.txt', 1]]"
ΣχετικάΤο,1,"[['httpsmy.auth.gr.txt', 1]]"
Σχολές,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Σχολή,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Σχολείο,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Σχολών,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Σύλλογοι,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Σύλλογος,4,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4], ['httpswww.auth.gren.txt', 2]]"
Σύστημα,3,"[['httpauth.gr#primary.txt', 15], ['httpauth.gr.txt', 15], ['httpswww.auth.gr.txt', 15]]"
ΤΕΧΝΟΛΟΓΙΑ,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
ΤΗΝ,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Ταινιών,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Τεκμηρίων,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Τεχνική,1,"[['httpsmy.auth.gr.txt', 1]]"
Τηλεκπαίδευση,1,"[['httpsmy.auth.gr.txt', 1]]"
Τηλεφωνία,1,"[['httpsmy.auth.gr.txt', 1]]"
Τμήματα,4,"[['httpauth.gr#primary.txt', 5], ['httpauth.gr.txt', 5], ['httpswww.auth.gr.txt', 5], ['httpswww.auth.gren.txt', 1]]"
Τμήματος,3,"[['httpauth.gr#primary.txt', 6], ['httpauth.gr.txt', 6], ['httpswww.auth.gr.txt', 6]]"
Τμημάτων,3,"[['httpauth.gr#primary.txt', 7], ['httpauth.gr.txt', 7], ['httpswww.auth.gr.txt', 7]]"
Το,3,"[['httpauth.gr#primary.txt', 7], ['httpauth.gr.txt', 7], ['httpswww.auth.gr.txt', 7]]"
Τρίτων,3,"[['httpauth.gr#primary.txt', 9], ['httpauth.gr.txt', 9], ['httpswww.auth.gr.txt', 9]]"
Τρικόγλου,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Τύπου,3,"[['httpauth.gr#primary.txt', 5], ['httpauth.gr.txt', 5], ['httpswww.auth.gr.txt', 5]]"
ΥΛΙΚΩΝ»,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Υπερυπολογιστικές,1,"[['httpsmy.auth.gr.txt', 1]]"
Υπηρεσίες,3,"[['httpauth.gr#primary.txt', 7], ['httpauth.gr.txt', 7], ['httpswww.auth.gr.txt', 7]]"
ΥπηρεσίεςΛογαριασμός,1,"[['httpsmy.auth.gr.txt', 3]]"
Υπηρεσιακών,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Υποβολή,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Υπογραμμίσεις,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
ΥποδομήΔίκτυο,1,"[['httpsmy.auth.gr.txt', 1]]"
ΥποστήριξηΕκπαιδευτικές,1,"[['httpsmy.auth.gr.txt', 3]]"
Υποχρεωτικά,4,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2], ['httpswww.auth.gren.txt', 2]]"
Υψηλή,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
ΦΟΙΤΗΤΩΝ,3,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4]]"
Φοιτητική,3,"[['httpauth.gr#primary.txt', 17], ['httpauth.gr.txt', 17], ['httpswww.auth.gr.txt', 17]]"
Φοιτητών,4,"[['httpauth.gr#primary.txt', 17], ['httpauth.gr.txt', 17], ['httpswww.auth.gr.txt', 17], ['httpswww.auth.gren.txt', 12]]"
Φορέων,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Φυσική,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Χάρτης,3,"[['httpauth.gr#primary.txt', 27], ['httpauth.gr.txt', 27], ['httpswww.auth.gr.txt', 27]]"
Χρήστης,1,"[['httpsmy.auth.gr.txt', 1]]"
Χρησιμοποιούμε,4,"[['httpauth.gr#primary.txt', 7], ['httpauth.gr.txt', 7], ['httpswww.auth.gr.txt', 7], ['httpswww.auth.gren.txt', 7]]"
Χρησιμοποιούνται,4,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2], ['httpswww.auth.gren.txt', 2]]"
Ψηφιακής,1,"[['httpsmy.auth.gr.txt', 1]]"
Ψυχαγωγίας,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
άλλες,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
άσκηση,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
έκταση,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
ένα,4,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpsmy.auth.gr.txt', 3], ['httpswww.auth.gr.txt', 2]]"
έτος,3,"[['httpauth.gr#primary.txt', 5], ['httpauth.gr.txt', 5], ['httpswww.auth.gr.txt', 5]]"
αγαπημένους,1,"[['httpsmy.auth.gr.txt', 1]]"
αδειοδοτείται,4,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2], ['httpswww.auth.gren.txt', 2]]"
αιτήσεων,3,"[['httpauth.gr#primary.txt', 5], ['httpauth.gr.txt', 5], ['httpswww.auth.gr.txt', 5]]"
ακαδ.,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
αμφιθέατρα...,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
αναγκών,4,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3], ['httpswww.auth.gren.txt', 3]]"
αναφέρεται,4,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2], ['httpswww.auth.gren.txt', 2]]"
αξιοποιώντας,1,"[['httpsmy.auth.gr.txt', 2]]"
απασχόλησης...,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
απεριορίστων,3,"[['httpauth.gr#primary.txt', 10], ['httpauth.gr.txt', 10], ['httpswww.auth.gr.txt', 10]]"
αποζημίωσης,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
αποσύνδεσή,4,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1], ['httpswww.auth.gren.txt', 1]]"
αποτελεί,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
αποχαιρετά,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
από,5,"[['httpauth.gr#primary.txt', 8], ['httpauth.gr.txt', 8], ['httpsmy.auth.gr.txt', 1], ['httpswww.auth.gr.txt', 8], ['httpswww.auth.gren.txt', 3]]"
αρκεί,1,"[['httpsmy.auth.gr.txt', 1]]"
ασφάλειας,1,"[['httpsmy.auth.gr.txt', 1]]"
αφενός,4,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1], ['httpswww.auth.gren.txt', 1]]"
"αφετέρου,",4,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1], ['httpswww.auth.gren.txt', 1]]"
βελτίωση,4,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2], ['httpswww.auth.gren.txt', 2]]"
βιβλιοθήκες,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
βιβλιοθηκών,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
βρίσκεται,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
βρίσκονται,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
για,2,"[['httpsmy.auth.gr.txt', 1], ['httpswww.auth.gren.txt', 9]]"
για:,3,"[['httpauth.gr#primary.txt', 19], ['httpauth.gr.txt', 19], ['httpswww.auth.gr.txt', 19]]"
γλώσσας,4,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1], ['httpswww.auth.gren.txt', 1]]"
γνώσης,4,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1], ['httpswww.auth.gren.txt', 1]]"
γραμμή,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
γραμματοσειρά,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
δάσους-,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
δίκτυο,1,"[['httpsmy.auth.gr.txt', 1]]"
δημιουργικής,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
δημοσιεύματα/συνεντεύξεις...,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
διαβατήριο,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
διαδρομών,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
διαθέσιμα,1,"[['httpsmy.auth.gr.txt', 1]]"
διαθέσιμους,1,"[['httpsmy.auth.gr.txt', 1]]"
"διαφορετικά,",4,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2], ['httpswww.auth.gren.txt', 2]]"
διεθνώς,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
διευκόλυνση,4,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2], ['httpswww.auth.gren.txt', 2]]"
δικούς,1,"[['httpsmy.auth.gr.txt', 2]]"
δικτυακού,4,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3], ['httpswww.auth.gren.txt', 3]]"
"διοικητικές,",3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
δράσεις,1,"[['httpsmy.auth.gr.txt', 3]]"
δράση,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
δυνατότητα,3,"[['httpauth.gr#primary.txt', 16], ['httpauth.gr.txt', 16], ['httpswww.auth.gr.txt', 16]]"
δώστε,1,"[['httpsmy.auth.gr.txt', 1]]"
είσοδο,1,"[['httpsmy.auth.gr.txt', 1]]"
είσοδος,1,"[['httpsmy.auth.gr.txt', 1]]"
είτε,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
εγκαταστάσεις,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
εισαγωγή,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
εκπαίδευσης,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
εκπαιδευτικές,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
εκπομπές,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
εκτείνεται,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
εκτός,3,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4]]"
ελen,1,"[['httpsmy.auth.gr.txt', 1]]"
ελληνικό,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
εμβολιασμός,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
εν,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
ενδιαφέρει,1,"[['httpsmy.auth.gr.txt', 1]]"
ενώ,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
εξαμήνου,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
επέτειο,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
επιδόσεων.,4,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1], ['httpswww.auth.gren.txt', 1]]"
επιλέξετε,1,"[['httpsmy.auth.gr.txt', 1]]"
επιλεγμένα,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
"επισκέπτες,",4,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2], ['httpswww.auth.gren.txt', 2]]"
επισκεπτών,4,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2], ['httpswww.auth.gren.txt', 2]]"
επιστροφή,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
εποχή,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
εργαλείων,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
ερωτήσεις,1,"[['httpsmy.auth.gr.txt', 3]]"
εφαρμογές,1,"[['httpsmy.auth.gr.txt', 1]]"
εύκολα,1,"[['httpsmy.auth.gr.txt', 1]]"
ζωη,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
ηλεκτρονικές,1,"[['httpsmy.auth.gr.txt', 1]]"
θέματα,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
θέσεων,3,"[['httpauth.gr#primary.txt', 5], ['httpauth.gr.txt', 5], ['httpswww.auth.gr.txt', 5]]"
θεσμοθετημένα,3,"[['httpauth.gr#primary.txt', 14], ['httpauth.gr.txt', 14], ['httpswww.auth.gr.txt', 14]]"
θεσμοθετημένες),3,"[['httpauth.gr#primary.txt', 13], ['httpauth.gr.txt', 13], ['httpswww.auth.gr.txt', 13]]"
ιατρικής,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
ιδρυματικού,1,"[['httpsmy.auth.gr.txt', 1]]"
ικανοποίηση,4,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1], ['httpswww.auth.gren.txt', 1]]"
ιστοτόπου,4,"[['httpauth.gr#primary.txt', 7], ['httpauth.gr.txt', 7], ['httpswww.auth.gr.txt', 7], ['httpswww.auth.gren.txt', 6]]"
ιστοχώρου.,4,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4], ['httpswww.auth.gren.txt', 3]]"
ιστοχώρους,1,"[['httpsmy.auth.gr.txt', 1]]"
ιστότοπος,4,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1], ['httpswww.auth.gren.txt', 1]]"
ιστότοπου,4,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2], ['httpswww.auth.gren.txt', 2]]"
κάλυψη,4,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1], ['httpswww.auth.gren.txt', 1]]"
κέντρο,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
κα...,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
καθώς,4,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1], ['httpswww.auth.gren.txt', 1]]"
και,5,"[['httpauth.gr#primary.txt', 24], ['httpauth.gr.txt', 24], ['httpsmy.auth.gr.txt', 1], ['httpswww.auth.gr.txt', 24], ['httpswww.auth.gren.txt', 4]]"
καιρώ,3,"[['httpauth.gr#primary.txt', 11], ['httpauth.gr.txt', 11], ['httpswww.auth.gr.txt', 11]]"
καραντίνα…,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
καταξιωμένο,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
κειμένου,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
κι,4,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1], ['httpswww.auth.gren.txt', 1]]"
κορυφαίο,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
κυρίως,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
λογαριασμού.,1,"[['httpsmy.auth.gr.txt', 1]]"
μέλος,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
μέχρι,4,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1], ['httpswww.auth.gren.txt', 1]]"
μήνα,3,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4]]"
μαζί,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
μαθήματα,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
μας,4,"[['httpauth.gr#primary.txt', 5], ['httpauth.gr.txt', 5], ['httpswww.auth.gr.txt', 5], ['httpswww.auth.gren.txt', 5]]"
μας.,4,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4], ['httpswww.auth.gren.txt', 4]]"
μεγαλύτερες,3,"[['httpauth.gr#primary.txt', 7], ['httpauth.gr.txt', 7], ['httpswww.auth.gr.txt', 7]]"
μεγαλύτερο,3,"[['httpauth.gr#primary.txt', 8], ['httpauth.gr.txt', 8], ['httpswww.auth.gr.txt', 8]]"
μονοτμηματική,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
μουσικοσυνθέτη,3,"[['httpauth.gr#primary.txt', 15], ['httpauth.gr.txt', 15], ['httpswww.auth.gr.txt', 15]]"
μόνο,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
νησίδες,1,"[['httpsmy.auth.gr.txt', 1]]"
οικογένειάς,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
οποίων,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
οργάνων,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
ορισμένες,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
πανδημίας:,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
πανδημίας»,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
πανεπιστήμιο.,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
πανεπιστημίου,1,"[['httpsmy.auth.gr.txt', 1]]"
πανεπιστημιούπολης,3,"[['httpauth.gr#primary.txt', 13], ['httpauth.gr.txt', 13], ['httpswww.auth.gr.txt', 13]]"
παρακολούθησης,4,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1], ['httpswww.auth.gren.txt', 1]]"
παραμένουν,4,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1], ['httpswww.auth.gren.txt', 1]]"
